id,text,rating,published_at,source,is_discovery_related,theme,sentiment,key_quote
8b51f665-492c-40ba-8c16-e68521f6a1eb,best audio experience,5,2026-06-23 16:54:35,play_store,False,not_discovery_related,positive,best audio
7664e3ad-0627-4252-8c15-32605bc1c904,best,1,2026-06-23 16:54:34,play_store,False,not_discovery_related,positive,best
e2744d3b-d433-449a-93a6-0d9bfca95640,song 🎶 5 star,5,2026-06-23 16:52:54,play_store,False,not_discovery_related,positive,5 star
4dd128fc-a7de-4673-a2cf-cf6646e479ca,Awesome 👌,5,2026-06-23 16:51:47,play_store,False,not_discovery_related,positive,Awesome
ef78affb-49e0-4d05-99cd-40b66e55cabd,this the best music app ever,5,2026-06-23 16:50:03,play_store,False,not_discovery_related,positive,best music
421b7371-1e4b-482b-bba1-4d84fd413790,"мы все понимаем, что спотик это лучшая платформа для прослушивания музыки",5,2026-06-23 16:49:25,play_store,False,not_discovery_related,positive,лучшая платформа
f8b4c590-9465-43aa-90f4-c7bd16d254eb,very bad,1,2026-06-23 16:47:43,play_store,False,not_discovery_related,negative,very bad
c4028586-5251-47a8-8b3a-61e61f7048b2,"This app is good, good music and go premium so goood",5,2026-06-23 16:44:30,play_store,False,not_discovery_related,positive,good music
e0c5cb1c-2748-46a6-8a71-36b9eb3574e2,"Uso há bastante tempo, porém essa atualização do widget ficou bem ruim. O anterior era mais simples e direto (voltar, play/pause e avançar) esse tirou a opção voltar, é maior e ainda não fica aparecendo o que estou ouvindo. E ainda de quebra, não posso mais usar o layout antigo",1,2026-06-23 16:43:38,play_store,False,not_discovery_related,negative,ficou bem ruim
869ea73e-c94a-443c-91f9-c64cc9e835b8,The best,5,2026-06-23 16:43:27,play_store,False,not_discovery_related,positive,The best
b248c373-de70-404e-b32c-afaea6574e10,this is very nice in my free time I play music... and I am very happy,5,2026-06-23 16:40:42,play_store,False,not_discovery_related,positive,very happy
bd90cc78-ce7b-4822-ac4d-c6deb3d295e6,Latest update has more bugs than my backyard on a summer night!,1,2026-06-23 16:40:06,play_store,False,not_discovery_related,negative,more bugs
468559ad-8f85-4b36-9d23-fb239a2800e4,"Spotify has completely changed the way I listen to music. The audio quality is excellent, playlists are well curated, and discovering new artists has never been easier. The app is smooth, reliable, and offers endless entertainment wherever I go.",5,2026-06-23 16:37:12,play_store,True,recommendation_quality,positive,discovering new
08683262-9a07-4fb5-ba1c-bc9e4d59376f,exceptional I love it,5,2026-06-23 16:36:50,play_store,False,not_discovery_related,positive,I love it
643c5054-fdba-4815-8cd3-5221e34d06b8,Amazing,5,2026-06-23 16:36:35,play_store,False,not_discovery_related,positive,Amazing
d1d172c0-af82-4f80-a16c-bb470d259e78,"I gave my old 5 star review on 22/06/22 when this was a great app. But now in 23/10/23 even basic features like lyrics , skipping to some other line in songs and other basic features require premium. I had been a loyal spotify user but guess now it's time to leave. As of 23/06/26 this app has gotten even worse , first 1 ad then 30 min ad free ,then 2 ads , then 3 and now 4 ads every 3 songs",1,2026-06-23 16:27:44,play_store,False,not_discovery_related,negative,guess now it's time
f1877a63-be98-4d15-af96-2ac5a107af25,"very bad experience far now. can't choose songs as our preference, needs subscription.",2,2026-06-23 16:25:53,play_store,True,discovery_effort,negative,can't choose
c5c72ace-7c60-4fac-b310-c2651816032e,5/5 the best app ever,5,2026-06-23 16:25:44,play_store,False,not_discovery_related,positive,the best
322f7999-a4dd-4bda-940d-87c7d49a577a,Spotify premium now has adverts in podcasts which makes it no better than the free version. Don't waste your money on these evil corporations.,1,2026-06-23 16:24:32,play_store,False,not_discovery_related,negative,waste your money
60249aab-75ea-452e-911e-1628379f01b1,"the small widget stopped working, they are trying to force a larger widget with useless information. And that ""Spotify is trying to play..."" notification, WTH is that since I am definitely not trying to play anything. I moved to Tidal to keep music on my home screen (smaller widget).",1,2026-06-23 16:20:18,play_store,False,not_discovery_related,negative,WTH is that
098d4ba2-6717-40cc-8982-1ff70b786eb3,app lock ok I miss you 😔 ok,5,2026-06-23 16:19:37,play_store,False,not_discovery_related,neutral,
3c51200f-debc-46d2-8082-8afa2f46e4dd,nice,5,2026-06-23 16:17:43,play_store,False,not_discovery_related,positive,nice
1a49db26-1525-4765-a5e9-8956a0a98522,Wendy Bell Radio Show Podcast is easy to listen to... 👍,5,2026-06-23 16:17:34,play_store,False,not_discovery_related,positive,
c01bc59a-22f8-4668-85ec-7e1092fba31d,good appearance,5,2026-06-23 16:12:59,play_store,False,not_discovery_related,positive,good
a0605fab-fd0e-4938-abb3-36e5bbd9b0a5,I'm not able to install the app 😭😭😭,1,2026-06-23 16:09:39,play_store,False,not_discovery_related,negative,not able
d27b3733-f818-4129-baa4-8baa8b485221,hello my name is simanta,5,2026-06-23 16:07:15,play_store,False,not_discovery_related,neutral,
fc890c0b-1a82-41bd-98b8-bd76d7332c64,best app for music all songs are in good quality of tunes and phonk are unbelievable,5,2026-06-23 16:06:41,play_store,True,recommendation_quality,positive,best app
d8e261fd-ebad-444d-8652-87aa114f1281,"malfunctions frequently, slow to respond, or doesn't respond at all when phone locked. the popular selections of many artists have repetitions, e.g. Beethoven has 5 fur Elise and 4 5th symphonies. ridiculous.",3,2026-06-23 16:05:50,play_store,True,repetition_fatigue,negative,ridiculous
b24356c7-4b1a-4c71-b38d-1259b4e26420,it always glitches and breaks down,1,2026-06-23 16:03:50,play_store,False,not_discovery_related,negative,glitches
e53f627e-6336-4cef-8793-967ba588f02a,what the heck this app keep crashing please fix this crashing,1,2026-06-23 15:59:02,play_store,False,not_discovery_related,negative,crashing
496b2366-e67b-4722-a6d4-e958298ab231,its a great way to listen to music,5,2026-06-23 15:57:46,play_store,False,not_discovery_related,positive,great way
9a851a74-5488-44a2-b303-fcad8609d7e5,so Buattifull 😇 app,5,2026-06-23 15:54:26,play_store,False,not_discovery_related,positive,Buattifull
1b3e3892-5ef3-4df2-bb9a-03e90c057e55,"Edit: The new widget is AWFUL. I can no longer save songs, skip songs and half the time my lock screen says ""Spotify is offline"". Useless. Been using this for the past year and wow, the recent new UI update is fantastic. The playlist pinning, liked song filtering and recently played are so useful!",1,2026-06-23 15:52:39,play_store,True,discovery_effort,negative,AWFUL
045a30b5-77f3-4b7d-a2d0-e4ad5f0f2e44,very good,5,2026-06-23 15:52:28,play_store,False,not_discovery_related,positive,very good
3769b1e6-238c-4a0c-a1be-68ccd1ca0cfe,Good 👍,3,2026-06-23 15:51:57,play_store,False,not_discovery_related,positive,Good
dda92662-0f13-4bc1-82a1-e7e82df44d20,an ad after every song? literally no other platform of any kind of media has this many ads unless it was designed for purely just ads. genuinely going out of my way to buy an iphone and pay for apple music atp,1,2026-06-23 15:51:20,play_store,False,not_discovery_related,negative,an ad
ce7545cf-8fda-4be4-b0ee-2befbb1c23db,"I keep getting logged out of the app since yesterday. I deleted the app cache/data, uninstalled/reinstalled, set battery profile to unrestricted and gave the app the proper permissions but nothing worked. The app worked fine before that so it might be the latest update or Spotify server issues. Why am I paying for Premium if I can't even use the app?",1,2026-06-23 15:49:16,play_store,False,not_discovery_related,negative,can't even
cac92e10-cdba-40a8-b7e5-f4b7ec9ee00b,Best aap for songs love it 🙏🏻👌🏻,5,2026-06-23 15:48:52,play_store,False,not_discovery_related,positive,Best aap
5d30feab-2796-40ab-88ea-6ce112def562,the best,5,2026-06-23 15:47:12,play_store,False,not_discovery_related,positive,the best
7e6ee5b9-879d-442c-85ce-53029f0892c0,love this app,5,2026-06-23 15:42:01,play_store,False,not_discovery_related,positive,love this
7e08158b-d408-42b7-89cc-8a4ed6f6d9cc,good 😊,5,2026-06-23 15:40:03,play_store,False,not_discovery_related,positive,
1b23822a-80ab-4488-8f0e-d3d312a2daaf,I've enjoyed ads idk why there's music at times. Genuine experience. I've started to use Insta to play songs on loop for 30 seconds on their notes. I feel it's rather better when i have fresh new songs to listen to just make right friends and you can listen to good music everyday.,1,2026-06-23 15:34:47,play_store,True,discovery_effort,positive,fresh new songs
